Nº,Fecha,Comarca,ID CG,Nº brotes,Nº mov. Riesgo,Grado alerta,Temperatura estimada,Supervivencia del virus en días
1,2020-11-02,LITORAL,SP11016,1,0.2135,1,17.1571,7.7123
2,2020-11-02,CAMPIÑA,SP11020,1,0.2157,2,13.5714,9.5457
3,2020-11-02,ALMONTE (ENTORNO DE DOÑANA),SP21005,1,0.2362,2,13.5571,9.5539
4,2020-11-02,BADAJOZ,SP06015,1,0.1226,1,11.7429,10.6774
5,2020-11-02,UTRERA (BAJO GUADALQUIVIR),SP41095,1,0.225,2,13.7571,9.4394
6,2020-11-02,SANLUCAR LA MAYOR (PONIENTE DE SEVILLA),SP41087,1,0.2254,2,14.4857,9.0359
1,2020-11-09,CARTAYA (COSTA OCCIDENTAL),SP21021,1,0.204,1,13.4571,9.6118
2,2020-11-09,ARABA-ALAVA,SP01059,1,0.1001,1,5.6857,16.3492
3,2020-11-09,BADAJOZ,SP06015,1,0.338,3,10.5143,11.5416
4,2020-11-09,MADRID (C.U.),SP28079,1,0.2752,4,5.7429,16.271
5,2020-11-09,TALAVERA DE LA REINA,SP45165,1,0.1118,1,7.8714,13.8055
6,2020-11-09,DON BENITO,SP06044,1,0.2115,2,10.7429,11.3734
7,2020-11-09,ARANJUEZ,SP28013,1,0.1151,2,4.7571,17.7436
8,2020-11-09,LITORAL,SP11016,1,0.5864,5,15.0571,8.7333
9,2020-11-09,CAMPIÑA,SP11020,1,0.6885,5,8.4286,13.2707
10,2020-11-09,O SAR-BARBANZA,SP15065,1,0.1323,1,10.5571,11.5098
11,2020-11-09,COLMENAR VIEJO,SP28045,1,0.0985,1,7.3571,14.3338
12,2020-11-09,ALMONTE (ENTORNO DE DOÑANA),SP21005,1,0.9591,5,11.8286,10.6205
13,2020-11-09,DONOSTIALDEA-BIDASOA,SP20063,1,0.1045,1,12.5143,10.1799
14,2020-11-09,GUADALAJARA,SP19130,1,0.0487,1,1.7714,25.4686
15,2020-11-09,MANZANARES,SP13053,1,0.2758,4,6.0857,15.8175
16,2020-11-09,UTRERA (BAJO GUADALQUIVIR),SP41095,1,0.61,5,10.5429,11.5204
17,2020-11-09,CAMPO DE GIBRALTAR,SP11004,1,0.1531,1,13.3429,9.6785
18,2020-11-09,TORRELAVEGA,SP39087,1,0.1163,1,12,10.508
19,2020-11-09,SIERO,SP33066,1,0.084,1,9.4,12.4177
20,2020-11-09,SANLUCAR LA MAYOR (PONIENTE DE SEVILLA),SP41087,1,0.6343,5,11.7714,10.6584
21,2020-11-09,MONTSIA (AMPOSTA),SP43014,1,0.244,2,10.6714,11.4256
22,2020-11-09,SELVA (SANTA COLOMA DE FARNERS),SP17180,1,0.0657,1,6.2667,15.5884
23,2020-11-09,POSADAS (VEGA DEL GUADALQUIVIR),SP14053,1,0.0855,1,8.4714,13.231
24,2020-11-09,SAHAGUN,SP24139,1,0.1474,3,3.2714,20.6715
25,2020-11-09,EJEA DE LOS CABALLEROS,SP50095,1,0.0655,1,4.2857,18.5597
26,2020-11-09,ARGANDA DEL REY,SP28014,1,0.1433,2,4.6429,17.9337
27,2020-11-09,CACERES,SP10037,1,0.1739,2,9.6143,12.2414
28,2020-11-09,MERIDA,SP06083,1,0.1583,1,9.6143,12.2414
29,2020-11-09,TRUJILLO,SP10195,1,0.157,1,10.7429,11.3734
30,2020-11-09,VERIN,SP32085,1,0.0831,1,5.1857,17.069
31,2020-11-09,ANTEQUERA (ANTEQUERA),SP29015,1,0.0805,1,8.1714,13.513
32,2020-11-09,SEGRIA (LLEIDA),SP25120,1,0.0757,1,5.2286,17.0046
33,2020-11-09,SANTA FE (VEGA DE GRANADA),SP18175,1,0.078,1,4.1857,18.7443
34,2020-11-09,ALT EMPORDA (FIGUERES),SP17066,1,0.1207,1,7.0714,14.6436
35,2020-11-09,DAROCA,SP50094,1,0.1028,2,3.5429,20.0482
36,2020-11-09,TAUSTE,SP50252,1,0.0659,1,4.2857,18.5597
37,2020-11-09,CAZALLA DE LA SIERRA (SIERRA NORTE),SP41032,1,0.1317,1,6.7,15.0655
38,2020-11-09,CUENCA,SP16078,1,0.1578,4,1.1571,28.7986
39,2020-11-09,ALBARRACÍN,SP44009,1,0.1203,4,0.6,33.9347
40,2020-11-09,OCAÑA,SP45121,1,0.0706,1,4.7571,17.7436
41,2020-11-09,TUDELA,SP31232,1,0.0665,1,4.2857,18.5597
42,2020-11-09,L'HORTA SUD-ALDAIA,SP46021,1,0.1103,1,9.5857,12.2647
1,2020-11-16,LA JANDA,SP11023,2,0.1756,1,15.5857,8.4635
2,2020-11-16,MADRID (C.U.),SP28079,2,0.5396,5,8.0,13.6788
3,2020-11-16,VELEZ-MALAGA (AXARQUÍA/COSTA DE MÁLAGA),SP29094,2,0.11,1,14.3667,9.1004
4,2020-11-16,MANZANARES,SP13053,2,0.3837,4,8.9857,12.7701
5,2020-11-16,ALMONTE (ENTORNO DE DOÑANA),SP21005,2,1.5064,5,13.3429,9.6785
6,2020-11-16,O SAR-BARBANZA,SP15065,2,0.2333,3,8.6143,13.1002
7,2020-11-16,SALAMANCA,SP37274,2,0.1185,1,6.7,15.0655
8,2020-11-16,COLMENAR VIEJO,SP28045,2,0.1927,2,8,13.6788
9,2020-11-16,TORRELAVEGA,SP39087,2,0.2095,2,12.3143,10.3059
10,2020-11-16,CARTAYA (COSTA OCCIDENTAL),SP21021,2,0.3705,3,15.3571,8.579
11,2020-11-16,ARABA-ALAVA,SP01059,2,0.2528,3,7.4714,14.2133
12,2020-11-16,MALAGA (GUADAHORCE ORIENTAL),SP29067,2,0.272,2,15.14,8.6904
13,2020-11-16,BADAJOZ,SP06015,2,0.616,5,12.7,10.0647
14,2020-11-16,TERRA DE SONEIRA,SP15093,2,0.1237,1,12.3143,10.3059
15,2020-11-16,LUGO,SP27028,2,0.1022,1,6.6714,15.0989
16,2020-11-16,GIJON,SP33024,2,0.2213,2,11.7429,10.6774
17,2020-11-16,TALAVERA DE LA REINA,SP45165,2,0.2287,2,10.8286,11.3113
18,2020-11-16,DON BENITO,SP06044,2,0.3927,3,13.1429,9.7966
19,2020-11-16,VIGO-O BAIXO MIÑO,SP36039,2,0.1179,1,9.4,12.4177
20,2020-11-16,ARANJUEZ,SP28013,2,0.2283,2,8.9,12.8451
21,2020-11-16,BUSTURIALDEA,SP48021,2,0.1022,1,12.3143,10.3059
22,2020-11-16,LITORAL,SP11016,2,1.0166,5,15.8857,8.3144
23,2020-11-16,CAMPIÑA,SP11020,2,1.1314,5,11.7429,10.6774
24,2020-11-16,SANLUCAR LA MAYOR (PONIENTE DE SEVILLA),SP41087,2,1.2517,5,14.2286,9.1759
25,2020-11-16,BAJO ANDARAX/CAMPO DE TABERNA,SP04013,2,0.0985,1,10.5667,11.5028
26,2020-11-16,MERIDA,SP06083,2,0.3498,3,12.3143,10.3059
27,2020-11-16,TORRIJOS,SP45173,2,0.0903,1,9.9,12.0124
28,2020-11-16,DONOSTIALDEA-BIDASOA,SP20063,2,0.2138,2,11.4857,10.8506
29,2020-11-16,GUADALAJARA,SP19130,2,0.0764,1,5,17.3542
30,2020-11-16,SIERO,SP33066,2,0.1664,2,8.7571,12.9716
31,2020-11-16,UTRERA (BAJO GUADALQUIVIR),SP41095,2,0.9944,5,12.9857,9.8907
32,2020-11-16,CAMPO DE GIBRALTAR,SP11004,2,0.3381,2,15.5857,8.4635
33,2020-11-16,NAVALMORAL DE LA MATA,SP10131,2,0.155,1,11.7,10.706
34,2020-11-16,REINOSA,SP39059,2,0.0839,1,7,14.723
35,2020-11-16,VILLALPANDO,SP49250,2,0.1097,1,7.6429,14.0359
36,2020-11-16,MADRIDEJOS,SP45087,2,0.1134,1,8.5143,13.1916
37,2020-11-16,CACERES,SP10037,2,0.4128,4,12.3143,10.3059
38,2020-11-16,MONTSIA (AMPOSTA),SP43014,2,0.4588,4,11.8429,10.6111
39,2020-11-16,SELVA (SANTA COLOMA DE FARNERS),SP17180,2,0.0994,1,9.8571,12.0463
40,2020-11-16,POSADAS (VEGA DEL GUADALQUIVIR),SP14053,2,0.1218,1,11.6857,10.7156
41,2020-11-16,ESTELLA,SP31097,2,0.0853,1,9.0714,12.6959
42,2020-11-16,TAFALLA,SP31227,2,0.1022,1,9.9857,11.945
43,2020-11-16,SAHAGUN,SP24139,2,0.2058,3,6.6,15.1831
44,2020-11-16,CASTUERA,SP06036,2,0.136,1,13.1429,9.7966
45,2020-11-16,ALT URGELL (SEU D'URGELL),SP25203,2,0.0659,1,5.5571,16.528
46,2020-11-16,SEGOVIA,SP40194,2,0.0859,1,3.3143,20.5697
47,2020-11-16,EJEA DE LOS CABALLEROS,SP50095,2,0.1016,1,9.9857,11.945
48,2020-11-16,ARGANDA DEL REY,SP28014,2,0.2227,3,7.6429,14.0359
49,2020-11-16,PAMPLONA,SP31201,2,0.0911,1,9.0429,12.7206
50,2020-11-16,SEGRIA (LLEIDA),SP25120,2,0.1388,1,7.6714,14.0067
51,2020-11-16,LOGROSAN (ZORITA),SP10109,2,0.1238,1,13.1429,9.7966
52,2020-11-16,CANTILLANA (VEGA DE SEVILLA),SP41023,2,0.126,1,14.2286,9.1759
53,2020-11-16,CARMONA (LOS ARCORES),SP41024,2,0.142,1,14.2286,9.1759
54,2020-11-16,DAROCA,SP50094,2,0.1286,2,5.8857,16.0788
55,2020-11-16,TERRA DE LEMOS-QUIROGA,SP27031,2,0.0711,1,6.0143,15.9098
56,2020-11-16,SANTA FE (VEGA DE GRANADA),SP18175,2,0.1619,2,7.5286,14.1537
57,2020-11-16,IRURZUN,SP31904,2,0.11,1,10.9429,11.2292
58,2020-11-16,TRUJILLO,SP10195,2,0.345,3,13.1429,9.7966
59,2020-11-16,VERIN,SP32085,2,0.0971,1,5.3714,16.7938
60,2020-11-16,ANTEQUERA (ANTEQUERA),SP29015,2,0.1556,1,10.5429,11.5204
61,2020-11-16,CAZALLA DE LA SIERRA (SIERRA NORTE),SP41032,2,0.1744,2,10.0571,11.8892
62,2020-11-16,CUENCA,SP16078,2,0.2147,3,6.4286,15.3889
63,2020-11-16,ALBARRACÍN,SP44009,2,0.1383,2,6.4714,15.337
64,2020-11-16,CANTAVIEJA,SP44059,2,0.0589,1,5.1714,17.0906
65,2020-11-16,TUDELA,SP31232,2,0.0977,1,9.9857,11.945
66,2020-11-16,ALT EMPORDA (FIGUERES),SP17066,2,0.1823,2,9.3143,12.4893
67,2020-11-16,TAUSTE,SP50252,2,0.0911,1,9.9857,11.945
68,2020-11-16,OCAÑA,SP45121,2,0.1299,1,8.9,12.8451
69,2020-11-16,ALFAMBRA,SP44016,2,0.0659,1,6.4714,15.337
70,2020-11-16,MONTALBÁN,SP44155,2,0.0659,1,4.6857,17.8619
71,2020-11-16,L'HORTA SUD-ALDAIA,SP46021,2,0.1631,1,11.5857,10.7828
1,2020-11-23,CARTAYA (COSTA OCCIDENTAL),SP21021,2,0.5308,4,14.1143,9.239
2,2020-11-23,ARABA-ALAVA,SP01059,2,0.331,5,5.8286,16.1551
3,2020-11-23,VELEZ-MALAGA (AXARQUÍA/COSTA DE MÁLAGA),SP29094,2,0.1549,1,14.3286,9.1212
4,2020-11-23,MALAGA (GUADAHORCE ORIENTAL),SP29067,2,0.3096,2,16.3333,8.0971
5,2020-11-23,BADAJOZ,SP06015,2,0.6944,5,10.6286,11.4571
6,2020-11-23,TERRA DE SONEIRA,SP15093,2,0.1428,1,12.9714,9.8993
7,2020-11-23,MADRID (C.U.),SP28079,2,0.5639,5,6.6571,15.1157
8,2020-11-23,LUGO,SP27028,2,0.1145,1,7.8714,13.8055
9,2020-11-23,GIJON,SP33024,2,0.2929,2,12.6571,10.0911
10,2020-11-23,TALAVERA DE LA REINA,SP45165,2,0.2523,3,8.4714,13.231
11,2020-11-23,DON BENITO,SP06044,2,0.4292,4,11.4857,10.8506
12,2020-11-23,SALAMANCA,SP37274,2,0.1554,2,5.2571,16.962
13,2020-11-23,VIGO-O BAIXO MIÑO,SP36039,2,0.1401,1,9.4857,12.3467
14,2020-11-23,ARANJUEZ,SP28013,2,0.2503,3,6.9857,14.739
15,2020-11-23,BUSTURIALDEA,SP48021,2,0.1145,1,13.7714,9.4313
16,2020-11-23,LITORAL,SP11016,2,1.215,5,16.6429,7.9503
17,2020-11-23,CAMPIÑA,SP11020,2,1.3351,5,11.4286,10.8896
18,2020-11-23,O SAR-BARBANZA,SP15065,2,0.2745,3,9.5143,12.3231
19,2020-11-23,COLMENAR VIEJO,SP28045,2,0.2195,2,8.0571,13.6231
20,2020-11-23,ALMONTE (ENTORNO DE DOÑANA),SP21005,2,1.637,5,13.3571,9.6702
21,2020-11-23,DONOSTIALDEA-BIDASOA,SP20063,2,0.2348,2,12.1429,10.4155
22,2020-11-23,LA JANDA,SP11023,2,0.1919,1,15.4,8.5572
23,2020-11-23,TUDELA,SP31232,2,0.1138,1,7.2857,14.4101
24,2020-11-23,HUESCA,SP22125,2,0.1001,1,6.0857,15.8175
25,2020-11-23,SANLUCAR LA MAYOR (PONIENTE DE SEVILLA),SP41087,2,1.5003,5,13.5429,9.5622
26,2020-11-23,CACERES,SP10037,2,0.4889,5,10.4143,11.6163
27,2020-11-23,TRUJILLO,SP10195,2,0.3521,3,11.4857,10.8506
28,2020-11-23,MANZANARES,SP13053,2,0.4296,5,7.0143,14.707
29,2020-11-23,TORRELAVEGA,SP39087,2,0.2492,2,11.9,10.5735
30,2020-11-23,BAJO ANDARAX/CAMPO DE TABERNA,SP04013,2,0.1137,1,9.4571,12.3703
31,2020-11-23,MERIDA,SP06083,2,0.3771,4,10.4143,11.6163
32,2020-11-23,TORRIJOS,SP45173,2,0.0911,1,7.7143,13.9632
33,2020-11-23,BURGOS,SP09059,2,0.0603,1,4.2286,18.6646
34,2020-11-23,GUADALAJARA,SP19130,2,0.0994,2,2.5,22.7746
35,2020-11-23,ALCALA DE HENARES,SP28005,2,0.0671,1,6.1286,15.7626
36,2020-11-23,IRURZUN,SP31904,2,0.1359,1,10,11.9338
37,2020-11-23,POSADAS (VEGA DEL GUADALQUIVIR),SP14053,2,0.1567,1,10.4571,11.5842
38,2020-11-23,ARGANDA DEL REY,SP28014,2,0.2237,3,6.1286,15.7626
39,2020-11-23,VILLALPANDO,SP49250,2,0.1434,2,6.6857,15.0822
40,2020-11-23,SIERO,SP33066,2,0.2098,2,10.2714,11.7244
41,2020-11-23,OCAÑA,SP45121,2,0.1408,2,6.9857,14.739
42,2020-11-23,MONTSIA (AMPOSTA),SP43014,2,0.5072,5,10.3286,11.681
43,2020-11-23,UTRERA (BAJO GUADALQUIVIR),SP41095,2,1.0773,5,12.3143,10.3059
44,2020-11-23,CAMPO DE GIBRALTAR,SP11004,2,0.34,2,15.4,8.5572
45,2020-11-23,PLASENCIA,SP10148,2,0.1096,1,10.4571,11.5842
46,2020-11-23,BALTANAS,SP34022,2,0.0702,1,4.5857,18.0306
47,2020-11-23,NAVALMORAL DE LA MATA,SP10131,2,0.1533,1,9.3714,12.4415
48,2020-11-23,REINOSA,SP39059,2,0.0947,1,4.6167,17.978
49,2020-11-23,MADRIDEJOS,SP45087,2,0.1391,2,5.5143,16.5886
50,2020-11-23,NOROESTE (CARAVACA),SP30015,2,0.085,1,8.6857,13.0357
51,2020-11-23,SELVA (SANTA COLOMA DE FARNERS),SP17180,2,0.1087,1,6.3143,15.5292
52,2020-11-23,BAZA (ALTIPLANICIE SUR),SP18023,2,0.055,1,3,21.3489
53,2020-11-23,DAROCA,SP50094,2,0.1536,2,3.9429,19.2117
54,2020-11-23,ALT EMPORDA (FIGUERES),SP17066,2,0.2052,3,7.0333,14.6858
55,2020-11-23,ESTELLA,SP31097,2,0.0904,1,7.3,14.3948
56,2020-11-23,TAFALLA,SP31227,2,0.1074,1,7.2857,14.4101
57,2020-11-23,ANTEQUERA (ANTEQUERA),SP29015,2,0.1675,1,11.5667,10.7956
58,2020-11-23,SAHAGUN,SP24139,2,0.2293,4,4.4429,18.2781
59,2020-11-23,ZAFRA,SP06158,2,0.0925,1,10.6571,11.4361
60,2020-11-23,CASTUERA,SP06036,2,0.1575,1,11.4857,10.8506
61,2020-11-23,ALT URGELL (SEU D'URGELL),SP25203,2,0.0666,2,0.9571,30.2825
62,2020-11-23,SEGOVIA,SP40194,2,0.0895,1,3.0857,21.1286
63,2020-11-23,EJEA DE LOS CABALLEROS,SP50095,2,0.0994,1,7.2857,14.4101
64,2020-11-23,PAMPLONA,SP31201,2,0.0932,1,6.1,15.7992
65,2020-11-23,SEGRIA (LLEIDA),SP25120,2,0.1381,2,4.9286,17.4667
66,2020-11-23,LOGROSAN (ZORITA),SP10109,2,0.1206,1,11.4857,10.8506
67,2020-11-23,CANTILLANA (VEGA DE SEVILLA),SP41023,2,0.1264,1,13.5429,9.5622
68,2020-11-23,CARMONA (LOS ARCORES),SP41024,2,0.1409,1,13.5429,9.5622
69,2020-11-23,TERRA DE LEMOS-QUIROGA,SP27031,2,0.0687,1,6.0429,15.8728
70,2020-11-23,SANTA FE (VEGA DE GRANADA),SP18175,2,0.1608,2,6.7714,14.9826
71,2020-11-23,L'HORTA SUD-ALDAIA,SP46021,2,0.1793,2,10.6286,11.4571
72,2020-11-23,VERIN,SP32085,2,0.0948,1,6.1571,15.7263
73,2020-11-23,CAZALLA DE LA SIERRA (SIERRA NORTE),SP41032,2,0.1815,2,8.7571,12.9716
74,2020-11-23,CUENCA,SP16078,2,0.2213,4,4.1571,18.7978
75,2020-11-23,ALBARRACÍN,SP44009,2,0.1415,2,3.4429,20.2721
76,2020-11-23,MOTILLA DEL PALANCAR,SP16134,2,0.0654,1,5.7,16.3296
77,2020-11-23,CANTAVIEJA,SP44059,2,0.0732,1,2.8429,21.7696
78,2020-11-23,TAUSTE,SP50252,2,0.0938,1,7.2857,14.4101
79,2020-11-23,ALFAMBRA,SP44016,2,0.0669,1,3.4429,20.2721
80,2020-11-23,MONTALBÁN,SP44155,2,0.0669,1,3.7143,19.6787
81,2020-11-23,TOLEDO,SP45168,2,0.0679,1,6.9857,14.739
1,2020-11-30,CARTAYA (COSTA OCCIDENTAL),SP21021,3,0.5769,5,12.3429,10.2877
2,2020-11-30,ZAMORA,SP49275,3,0.0669,1,3.5143,20.1115
3,2020-11-30,SANLUCAR LA MAYOR (PONIENTE DE SEVILLA),SP41087,3,1.6913,5,12.3,10.3149
4,2020-11-30,LITORAL,SP11016,3,1.3694,5,16.2571,8.1337
5,2020-11-30,ARABA-ALAVA,SP01059,3,0.3962,5,2.2286,23.6734
6,2020-11-30,VELEZ-MALAGA (AXARQUÍA/COSTA DE MÁLAGA),SP29094,3,0.1576,1,14.6571,8.9439
7,2020-11-30,MALAGA (GUADAHORCE ORIENTAL),SP29067,3,0.3423,2,15.6714,8.4206
8,2020-11-30,BADAJOZ,SP06015,3,0.7447,5,8.6,13.1132
9,2020-11-30,TERRA DE SONEIRA,SP15093,3,0.1445,1,11.3,10.978
10,2020-11-30,MADRID (C.U.),SP28079,3,0.612,5,4.2,18.7176
11,2020-11-30,LUGO,SP27028,3,0.1129,1,4.7857,17.6967
12,2020-11-30,GIJON,SP33024,3,0.3495,3,11.1857,11.0575
13,2020-11-30,TALAVERA DE LA REINA,SP45165,3,0.3133,4,6.9714,14.755
14,2020-11-30,DON BENITO,SP06044,3,0.4521,5,10.0286,11.9115
15,2020-11-30,SALAMANCA,SP37274,3,0.161,4,0.9286,30.5195
16,2020-11-30,VIGO-O BAIXO MIÑO,SP36039,3,0.1622,2,8.7571,12.9716
17,2020-11-30,ARANJUEZ,SP28013,3,0.288,5,4.0,19.0992
18,2020-11-30,BUSTURIALDEA,SP48021,3,0.1365,1,10.9857,11.1986
19,2020-11-30,CAMPIÑA,SP11020,3,1.471,5,9.4286,12.3939
20,2020-11-30,O SAR-BARBANZA,SP15065,3,0.3147,4,7.9571,13.7208
21,2020-11-30,COLMENAR VIEJO,SP28045,3,0.275,3,7.5143,14.1686
22,2020-11-30,ALMONTE (ENTORNO DE DOÑANA),SP21005,3,1.8323,5,11.8571,10.6017
23,2020-11-30,DONOSTIALDEA-BIDASOA,SP20063,3,0.2776,3,8.7286,12.9972
24,2020-11-30,LA JANDA,SP11023,3,0.2142,1,15.4714,8.5211
25,2020-11-30,ARGANDA DEL REY,SP28014,3,0.2765,5,4.2286,18.6646
26,2020-11-30,TUDELA,SP31232,3,0.1216,2,3.1714,20.9143
27,2020-11-30,HUESCA,SP22125,3,0.1078,1,4.5429,18.104
28,2020-11-30,CACERES,SP10037,3,0.5114,5,8.4,13.2972
29,2020-11-30,TRUJILLO,SP10195,3,0.386,4,10.0286,11.9115
30,2020-11-30,PONTEVEDRA-O MORRAZO,SP36038,3,0.0987,1,8.7571,12.9716
31,2020-11-30,MANZANARES,SP13053,3,0.4646,5,4.9857,17.3766
32,2020-11-30,TORRELAVEGA,SP39087,3,0.2812,3,8.6,13.1132
33,2020-11-30,BAJO ANDARAX/CAMPO DE TABERNA,SP04013,3,0.1397,1,9.2571,12.5374
34,2020-11-30,MERIDA,SP06083,3,0.4298,5,8.4,13.2972
35,2020-11-30,ORTEGAL,SP15061,3,0.0976,1,11.7,10.706
36,2020-11-30,TORRIJOS,SP45173,3,0.1124,1,7.1286,14.5807
37,2020-11-30,BURGOS,SP09059,3,0.0692,1,1.2143,28.4217
38,2020-11-30,GUADALAJARA,SP19130,3,0.1157,5,-0.0286,66
39,2020-11-30,ALCALA DE HENARES,SP28005,3,0.0781,1,4.2286,18.6646
40,2020-11-30,ESTELLA,SP31097,3,0.1088,2,3.3,20.6035
41,2020-11-30,TAFALLA,SP31227,3,0.1271,2,3.1714,20.9143
42,2020-11-30,TERRA DE LEMOS-QUIROGA,SP27031,3,0.0756,1,4.5286,18.1286
43,2020-11-30,MARCHENA (SERRANÍA SUDOESTE),SP41060,3,0.1101,1,9.0857,12.6836
44,2020-11-30,CAMPO DE GIBRALTAR,SP11004,3,0.3747,3,15.4714,8.5211
45,2020-11-30,PAMPLONA,SP31201,3,0.1295,2,3.3,20.6035
46,2020-11-30,EJEA DE LOS CABALLEROS,SP50095,3,0.1169,2,3.1714,20.9143
47,2020-11-30,MONTSIA (AMPOSTA),SP43014,3,0.5505,5,9.0143,12.7453
48,2020-11-30,POSADAS (VEGA DEL GUADALQUIVIR),SP14053,3,0.2086,2,8.3,13.3909
49,2020-11-30,UTRERA (BAJO GUADALQUIVIR),SP41095,3,1.1394,5,9.0857,12.6836
50,2020-11-30,REINOSA,SP39059,3,0.1168,5,0.1714,43.7313
51,2020-11-30,MADRIDEJOS,SP45087,3,0.1489,2,3.9,19.2972
52,2020-11-30,SIERO,SP33066,3,0.2471,3,7.8286,13.8482
53,2020-11-30,IRURZUN,SP31904,3,0.1646,2,6.6,15.1831
54,2020-11-30,PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO),SP14052,3,0.128,1,8.3,13.3909
55,2020-11-30,BAIX LLOBREGAT (SANT BOI),SP08200,3,0.0915,1,9.2714,12.5253
56,2020-11-30,NAJERA,SP26102,3,0.0257,1,-0.7,66
57,2020-11-30,SANTO DOMINGO DE LA CALZADA,SP26138,3,0.0294,1,-0.7,66
58,2020-11-30,VILLALPANDO,SP49250,3,0.1788,3,3.8714,19.3547
59,2020-11-30,MIRANDA DE EBRO,SP09219,3,0.0729,1,3.3,20.6035
60,2020-11-30,OCAÑA,SP45121,3,0.1703,3,4.0,19.0992
61,2020-11-30,PLASENCIA,SP10148,3,0.1136,1,9.3143,12.4893
62,2020-11-30,BALTANAS,SP34022,3,0.0826,1,3.2714,20.6715
63,2020-11-30,NAVALMORAL DE LA MATA,SP10131,3,0.1532,2,7.5714,14.1093
64,2020-11-30,NOROESTE (CARAVACA),SP30015,3,0.0913,1,6.5714,15.217
65,2020-11-30,VALLADOLID,SP47186,3,0.05,1,2.4143,23.0474
66,2020-11-30,SELVA (SANTA COLOMA DE FARNERS),SP17180,3,0.1226,2,3.1857,20.8791
67,2020-11-30,SARIÑENA,SP22213,3,0.0583,1,4.5429,18.104
68,2020-11-30,CARMONA (LOS ARCORES),SP41024,3,0.1602,1,12.3,10.3149
69,2020-11-30,LEON,SP24089,3,0.0663,1,3.6429,19.8306
70,2020-11-30,DAROCA,SP50094,3,0.1866,5,0.4286,36.5659
71,2020-11-30,ALT EMPORDA (FIGUERES),SP17066,3,0.2341,4,3.6429,19.8306
72,2020-11-30,TORDESILLAS,SP47165,3,0.0502,1,2.4143,23.0474
73,2020-11-30,ANTEQUERA (ANTEQUERA),SP29015,3,0.1692,1,11.4857,10.8506
74,2020-11-30,SAHAGUN,SP24139,3,0.2404,5,1.2286,28.3302
75,2020-11-30,ZAFRA,SP06158,3,0.1022,1,10.6714,11.4256
76,2020-11-30,CASTUERA,SP06036,3,0.1853,2,10.0286,11.9115
77,2020-11-30,ALT URGELL (SEU D'URGELL),SP25203,3,0.0746,4,-0.9571,66
78,2020-11-30,SEGOVIA,SP40194,3,0.1066,1,5.3714,16.7938
79,2020-11-30,CUENCA,SP16078,3,0.2523,5,1.1286,28.9942
80,2020-11-30,MOTILLA DEL PALANCAR,SP16134,3,0.085,1,3.6,19.9231
81,2020-11-30,CANTILLANA (VEGA DE SEVILLA),SP41023,3,0.1454,1,12.3,10.3149
82,2020-11-30,VERIN,SP32085,3,0.1037,2,2.4143,23.0474
83,2020-11-30,MORA DE RUBIELOS,SP44158,3,0.0444,1,0.8571,31.1455
84,2020-11-30,TERUEL,SP44216,3,0.0444,1,1.0143,29.8291
85,2020-11-30,SEGRIA (LLEIDA),SP25120,3,0.1467,2,4.0857,18.9334
86,2020-11-30,LOGROSAN (ZORITA),SP10109,3,0.1448,1,10.0286,11.9115
87,2020-11-30,SANTA FE (VEGA DE GRANADA),SP18175,3,0.1635,2,4.4143,18.3285
88,2020-11-30,L'HORTA SUD-ALDAIA,SP46021,3,0.1929,2,10.1714,11.8009
89,2020-11-30,CAZALLA DE LA SIERRA (SIERRA NORTE),SP41032,3,0.1917,2,7.8714,13.8055
90,2020-11-30,ALBARRACÍN,SP44009,3,0.1476,4,1.0143,29.8291
91,2020-11-30,CANTAVIEJA,SP44059,3,0.0737,2,0.8571,31.1455
92,2020-11-30,TAUSTE,SP50252,3,0.0957,2,3.1714,20.9143
93,2020-11-30,ALFAMBRA,SP44016,3,0.0741,2,1.0143,29.8291
94,2020-11-30,MONTALBÁN,SP44155,3,0.0741,4,-0.1714,66
95,2020-11-30,BAÑEZA LA,SP24010,3,0.0457,1,0.7714,31.9694
96,2020-11-30,VALDERROBRES,SP44246,3,0.0614,1,2.6286,22.3824
97,2020-11-30,MOLINA DE ARAGÓN,SP19190,3,0.0187,1,-1.8,66
98,2020-11-30,TOLEDO,SP45168,3,0.0774,1,4.0,19.0992
99,2020-11-30,CALAMOCHA,SP44050,3,0.0435,1,0.4286,36.5659
100,2020-11-30,CASTROJERIZ,SP09091,3,0.0413,1,1.2286,28.3302
101,2020-11-30,SIGUENZA,SP19257,3,0.0242,1,-0.0286,66
1,2020-12-07,GIJON,SP33024,4,0.4876,5,10.8429,11.301
2,2020-12-07,VIGO-O BAIXO MIÑO,SP36039,4,0.2043,2,7.3714,14.3187
3,2020-12-07,BURGOS,SP09059,4,0.0829,2,1.2,28.5142
4,2020-12-07,CARTAYA (COSTA OCCIDENTAL),SP21021,4,0.7083,5,9.5571,12.288
5,2020-12-07,ZAMORA,SP49275,4,0.0733,1,3.3286,20.5361
6,2020-12-07,MANZANARES,SP13053,4,0.5402,5,3.3571,20.4693
7,2020-12-07,CACERES,SP10037,4,0.6139,5,6.9286,14.8032
8,2020-12-07,MERIDA,SP06083,4,0.5684,5,6.9286,14.8032
9,2020-12-07,L'HORTA SUD-ALDAIA,SP46021,4,0.2321,3,8.1714,13.513
